#Vacant - Tiruvottiyur K.P.P. Samy 27.2.2020|Gudiyatham (SC) S. Kathavarayan 28.2.2020|Chepauk-Thiruvallikeni J. Anbazhagan on 10.6.2020
'Const. No.',Gender,'Constituencies Name','Member Name','Party',Minister
99,Erode (West),M,K.V. Ramalingam,AIADMK
100,Modakkurichi,M,V.P. Sivasubramani,AIADMK
101,Dharapuram (SC),M,V.S. Kalimuthu,INC
102,Kangeyam,M,U. Thaniyarasu,AIADMK
103,Perundurai,M,Thoppu N.D.Venkatachalam,AIADMK
104,Bhavani,M,K.C. Karuppanan,AIADMK,Minister Environment
105,Anthiyur,M,E M R Raja @ K.R. Rajakrishnan,AIADMK
106,Gobichettipalayam,M,K.A. Sengottaiyan,AIADMK,"Minister School Education, Youth Welfare and Sports Development"
107,Bhavanisagar (SC),M,S. Eswaran,AIADMK
108,Udhagamandalam,M,R. Ganesh,INC
109,Gudalur (SC),M,M. Thiravidamani,DMK
110,Coonoor,M,A. Ramu,AIADMK
111,Mettupalayam,M,O.K. Chinnaraj,AIADMK
112,Avanashi (SC),M,P. Dhanapal,AIADMK,Speaker
113,Thiruppur (North),M,K.N. Vijeyakumar,AIADMK
114,Tiruppur (South),M,S. Gunasekaran,AIADMK
115,Palladam,M,A. Natarajan,AIADMK
116,Sulur,M,P.Kandhasamy,AIADMK
117,Kavundampalayam,M,V.C.Arukutty,AIADMK
118,Coimbatore (North),M,P.R.G. Arunkumar,AIADMK
119,Thondamuthur,M,S.P. Velumani,AIADMK,"Minister Municipal Administration, Rural Development and Implementation of Special Programme"
120,Coimbatore (South),M,Amman K.Arjunan,AIADMK
121,Singanallur,M,N. Karthik,DMK
122,Kinathukadavu,M,A. Shanmugam,AIADMK
123,Pollachi,M,Dr. Pollachi V. Jayaraman,AIADMK,Deputy Speaker
124,Valparai (SC),F,V. Kasthuri Vasu,AIADMK
125,Udumalaipettai,M,K. Radhakrishnan,AIADMK,Minister Animal Husbandry
126,Madathukulam,M,R. Jayaramakrishnan,DMK
127,Palani,M,I.P. Senthil Kumar,DMK
128,Oddanchatram,M,R. Sakkarapani,DMK
129,Athoor,M,I. Periyasamy,DMK
130,Nilakkottai (SC),F,S.Thenmozhi,AIADMK
131,Natham,M,M.A. Andiambalam,DMK
132,Dindigul,M,C. Sreenivasan,AIADMK,Minister Forests
133,Vedasandur,M,Dr. V.P.B. Paramasivam,AIADMK
134,Aravakurichi,M,V.Senthilbalaji,DMK
135,Karur,M,M.R. Vijayabhaskar,AIADMK,Minister Transport
136,Krishnarayapuram (SC),F,M. Geetha,AIADMK
137,Kulithalai,M,E. Ramar,DMK
138,Manapparai,M,R. Chandrasekar,AIADMK
139,Srirangam,F,S. Valarmathi,AIADMK,Minister Backward Classes and Minorities Welfare
140,Tiruchirappalli (West),M,K.N. Nehru,DMK
141,Tiruchirappalli (East),M,Vellamandi N. Natarajan,AIADMK,Minister Tourism
142,Thiruverumbur,M,Anbil Mahesh  Poyyamozhi,DMK
143,Lalgudi,M,A. Soundarapandian,DMK
144,Manachanallur,F,M. Parameswari,AIADMK
145,Musiri,M,M. Selvarasu,AIADMK
146,Thuraiyur (SC),M,S. Stalin Kumar,DMK
147,Perambalur (SC),M,R. Thamizhselvan,AIADMK
148,Kunnam,M,R.T. Ramachandran,AIADMK
149,Ariyalur,M,S. Rajendiran,AIADMK,Chief Govt. Whip
150,Jayankondam,M,J.K.N. Ramajeyalingam,AIADMK
151,Tittagudi (SC),M,V. Ganesan,DMK
152,Vridhachalam,M,V.T. Kalaiselvan,AIADMK
153,Neyveli,M,Saba. Rajendran,DMK
154,Panruti,F,P. Sathya,AIADMK
155,Cuddalore,M,M.C. Sampath,AIADMK,Minister Industries
156,Kurinjipadi,M,M.R.K. Panneer Selvam,DMK
157,Bhuvanagiri,M,Durai K. Saravanan,DMK
158,Chidambaram,M,K.A. Pandian,AIADMK
159,Kattumannarkoil (SC),M,N. Murugumaran,AIADMK
160,Sirkalli (SC),M,P.V. Bharathi,AIADMK
161,Mayiladuthurai,M,V. Rathakrishnan,AIADMK
162,Poompuhar,M,S. Pavunraj,AIADMK
163,Nagapattinam,M,M. Thamimun Ansari,AIADMK
164,Kilvelur (SC),M,U. Mathivanan,DMK
165,Vedaranyam,M,O.S. Manian,AIADMK,Minister Handlooms and Textiles
166,Thiruthuraipoondi (SC),M,P. Adalarasan,DMK
167,Mannargudi,M,T.R.B. Rajaa,DMK
168,Tiruvarur,M,Poondi K.Kalaivanan,DMK
169,Nannilam,M,R. Kamaraj,AIADMK,Minister Food and Civil Supplies
170,Thiruvidaimarudur (SC),M,Dr. Govi. Chezhiaan,DMK
171,Kumbakonam,M,G. Anbalagan,DMK
172,Papanasam,M,R. Doraikkannu,AIADMK,Minister Agriculture
173,Thiruvaiyaru,M,Durai. Chandrasekaran,DMK
174,Thanjavur,M,T.K.G.Neelamegam,DMK
175,Orathanadu,M,M. Ram Chandran,DMK
176,Pattukkottai,M,C.V. Sekar,AIADMK
177,Peravurani,M,M. Govindarasu,AIADMK
178,Gandarvakottai (SC),M,B. Arumugam,AIADMK
179,Viralimalai,M,Dr. C. Vijaya Baskar,AIADMK,Minister Health and Family Welfare
180,Pudukkottai,M,Periyannan Arassu,DMK
181,Thirumayam,M,S. Regupathy,DMK
182,Alangudi,M,Siva V. Meyyanathan,DMK
183,Aranthangi,M,E. Rathinasabapathy,AIADMK
184,Karaikudi,M,KR. Ramasamy,INC
185,Thiruppattur,M,KR Periakaruppan,DMK
186,Sivaganga,M,G. Baskaran,AIADMK,Minister Khadi and Village Industries Board
187,Manamadurai (SC),M,S.Nagarajan,AIADMK
188,Melur,M,P. Periyapullan @ Selvam,AIADMK
189,Madurai (East),M,P. Moorthy,DMK
190,Sholavandan (SC),M,K. Manickam,AIADMK
191,Madurai North,M,V.V. Rajan Chellappa,AIADMK
192,Madurai (South),M,S.S. Saravanan,AIADMK
193,Madurai (Central),Dr Palanivel Thiagarajan,DMK
194,Madurai (West),M,Sellur K. Raju,AIADMK,Minister Co-operation
195,Thiruparankundram,Dr.P.Saravanan,DMK
196,Thirumangalam,M,R.B. Udhayakumar,AIADMK,"Minister Revenue and Disaster Management, Information Technology"
197,Usilampatti,M,P. Neethipathi,AIADMK
198,Andipatti,M,A.Maharajan,DMK
199,Periyakulam (SC),M,K.S.Saravanakumar,DMK
200,Bodinayakanur,M,O. Panneerselvam,AIADMK,Deputy Chief Minister
201,Cumbum,M,S.T.K. Jakkaiyan.,AIADMK
202,Rajapalayam,M,S. Thangappandian,DMK
203,Srivilliputhur (SC),F,M. Chandraprabha.,AIADMK
204,Sattur,M,M.S.R.Rajavarman,AIADMK
205,Sivakasi,M,K.T. Rajenthra Bhalaji.,AIADMK,Minister Milk and Dairy Development
206,Virudhunagar,M,A.R.R. Seenivasan.,DMK
207,Aruppukottai,M,K.K.S.S.R. Ramachandran.,DMK
208,Tiruchuli,M,Thangam Thenarasu,DMK
209,Paramakudi (SC),M,N.Sathan Prabhakar,AIADMK
210,Tiruvadanai,M,S. Karunaas,AIADMK
211,Ramanathapuram,Dr. M. Manikandan,AIADMK
212,Mudukulathur,M,S. Pandi,INC
213,Vilathikulam,M,P.Chinnappan,AIADMK
214,Thoothukudi,F,P. Geetha Jeevan,DMK
215,Tiruchendur,M,Anitha R. Radhakrishnan,DMK
216,Srivaikundam,M,S.P. Shunmuganathan,AIADMK
217,Ottapidaram (SC),M,C.Shunmugaiah,DMK
218,Kovilpatti,M,Kadambur Raju,AIADMK,Minister Information and Publicity
219,Sankarankovil (SC),F,V.M. Rajalakshmi,AIADMK,Minister Adi Dravidar and Tribal Welfare 
220,Vasudevanallur (SC),M,A. Manoharan,AIADMK
221,Kadayanallur,M,Muhammed Abubacker. K.A.M.,Indian Union Muslim League
222,Tenkasi,M,S. Selvamohandos Pandian,AIADMK
223,Alangulam,F,Dr. Poongothai Aladi Aruna,DMK
224,Tirunelveli,M,A.L.S. Lakshmanan,DMK
225,Ambasamudram,M,R. Murugaiah Pandian,AIADMK
226,Palayamkottai,M,T.P.M. Mohideen Khan,DMK
227,Nanguneri,M,V Narayanan,AIADMK
228,Radhapuram,M,I.S. Inbadurai,AIADMK
229,Kanniyakumari,M,S. Austin,DMK
230,Nagercoil,M,N. Suresh Rajan,DMK
231,Colachel,M,J.G. Prince,INC
232,Padmanabhapuram,M,T. Mano Thangaraj,DMK
233,Vilavancode,F,S. Vijayadharani,INC
234,Killiyoor,M,S. Rajesh Kumar,INC
235,Nominated (Anglo-Indian),F,Dr. Nancy Ann Cynthia Francis,Nominated
